title,link
He broke up with me,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/he-broke-up-with-me/td-p/567657
Hello,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hello/td-p/567696
Just hopeless and tired…,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-hopeless-and-tired/td-p/553192
Unsure,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/unsure/td-p/566260
I’m So Over It!,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-so-over-it/td-p/567074
i just want to let it out to random people who are like me <3,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-just-want-to-let-it-out-to-random-people-who-are-like-me-lt-3/td-p/567016
"Vent about life currently, feel free to read :)",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/vent-about-life-currently-feel-free-to-read/td-p/566893
I’m over it,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-over-it/td-p/551325
I can't get an appointment with my DOctor.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-can-t-get-an-appointment-with-my-doctor/td-p/566552
Am I actually depressed or just sad/attention seeking,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/am-i-actually-depressed-or-just-sad-attention-seeking/td-p/566585
Suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts/td-p/566171
Just wondering if I am alone,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-wondering-if-i-am-alone/td-p/565133
"New Job, Haven't Started It Yet",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-job-haven-t-started-it-yet/td-p/566690
Troubled mind,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/troubled-mind/td-p/563376
Dealing with Unwanted uncomfortable thoughts.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/dealing-with-unwanted-uncomfortable-thoughts/td-p/564227
"TW: Depression, Self harm and SI",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tw-depression-self-harm-and-si/td-p/556892
"Anhedonia from herbal remedy, really struggling. TW",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/anhedonia-from-herbal-remedy-really-struggling-tw/td-p/566166
wishing I wasn't here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/wishing-i-wasn-t-here/td-p/566069
I just wanna die,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-just-wanna-die/td-p/564297
i feel like giving up,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-like-giving-up/td-p/565213
I give up! What's the point?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-give-up-what-s-the-point/td-p/565827
Re: Depression - the beast arises,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/re-depression-the-beast-arises/td-p/565358
Hello,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hello/td-p/565368
Mirage chasing,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/mirage-chasing/td-p/564988
I need support,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-need-support/td-p/564815
"Suicide Grief. Lost, disconnected",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicide-grief-lost-disconnected/td-p/562979
Feeling empty,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-empty/td-p/508174
Involuntary Mental Ward,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/involuntary-mental-ward/td-p/564176
Mood swings,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/mood-swings/td-p/564207
Don't want anything in life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/don-t-want-anything-in-life/td-p/563657
My life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-life/td-p/561561
Mental breakdown,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/mental-breakdown/td-p/564111
Someone made me feel sad and very suicidal,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/someone-made-me-feel-sad-and-very-suicidal/td-p/563246
Chronically Suicidal & no trust in Psychs,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/chronically-suicidal-amp-no-trust-in-psychs/td-p/562461
BPD suffer with chronic Depression and Carer,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/bpd-suffer-with-chronic-depression-and-carer/td-p/563853
Can't go on any more,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-go-on-any-more/td-p/563938
Living for my parents,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/living-for-my-parents/td-p/563925
Not coping,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-coping/td-p/563508
How do I start over,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-start-over/td-p/563732
I hate everything about myself.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-hate-everything-about-myself/td-p/559513
Hi,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi/td-p/560234
I'm going to die,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-going-to-die/td-p/563612
Feel betrayed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feel-betrayed/td-p/563241
Get this off my chest,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/get-this-off-my-chest/td-p/562685
First time ECT  by scrabbling,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/first-time-ect-by-scrabbling/td-p/539218
Can't take it anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-take-it-anymore/td-p/563099
"TW - depression, self harm, rape",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tw-depression-self-harm-rape/td-p/562800
Excessive guilt,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/excessive-guilt/td-p/562409
Help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help/td-p/562510
I’m completely lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-completely-lost/td-p/33605
"I am losing it: crap job, everything is going to shit...",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-am-losing-it-crap-job-everything-is-going-to-shit/td-p/560732
At The End,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/at-the-end/td-p/562172
Newbie Not Coping Well,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/newbie-not-coping-well/td-p/562017
I just feel so hopeless and i need a way to ease the pain,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-just-feel-so-hopeless-and-i-need-a-way-to-ease-the-pain/td-p/559041
I just can’t…,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-just-can-t/td-p/561708
helping a friend,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/helping-a-friend/td-p/561607
I'm lost.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-lost/td-p/561522
stress induced suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/stress-induced-suicidal-thoughts/td-p/561452
Not sure how to feel anymore about my brother?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-sure-how-to-feel-anymore-about-my-brother/td-p/561232
Lost on how to help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost-on-how-to-help/td-p/561441
I can’t do this,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-can-t-do-this/td-p/561382
How to stop thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-stop-thoughts/td-p/561256
Life sucks,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/life-sucks/td-p/561176
I dont know.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-dont-know/td-p/561138
Contacting too many times?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/contacting-too-many-times/td-p/561045
"For the first time in my life, I had suicidal thoughts",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/for-the-first-time-in-my-life-i-had-suicidal-thoughts/td-p/561109
Thoughts on Voices?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/thoughts-on-voices/td-p/560617
Pain in my head,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/pain-in-my-head/td-p/558761
TW: Thought of living,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tw-thought-of-living/td-p/559379
Why…,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why/td-p/560968
I don't know what to do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-what-to-do/td-p/558338
Drink,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/drink/td-p/559586
At a Loss,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/at-a-loss/td-p/560614
"TW Vivid imagery, Suicidal and self harm ideation, urges and intent",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tw-vivid-imagery-suicidal-and-self-harm-ideation-urges-and/td-p/559739
I am alone and completely isolated,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-am-alone-and-completely-isolated/td-p/560052
TW Master Plan,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tw-master-plan/td-p/560236
Brother suicided,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/brother-suicided/td-p/557463
"Not feeling okay, i’m really confused",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-feeling-okay-i-m-really-confused/td-p/560025
Free,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/free/td-p/560075
whats the point??,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/whats-the-point/td-p/559900
I dont know what to do anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-dont-know-what-to-do-anymore/td-p/559730
I think this is it. I think I’m finally done,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-think-this-is-it-i-think-i-m-finally-done/td-p/558169
I dont know what to do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-dont-know-what-to-do/td-p/559696
Not coping today,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-coping-today/td-p/558910
Safety plan,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/safety-plan/td-p/559655
I'm so tired,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-so-tired/td-p/559487
I’m so tired I can’t do this anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-so-tired-i-can-t-do-this-anymore/td-p/559369
Looking for help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/looking-for-help/td-p/559463
Im slipping again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/im-slipping-again/td-p/559321
Having a relapse,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/having-a-relapse/td-p/559313
Intrusive suicidal ideation… How do you stop the thoughts?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/intrusive-suicidal-ideation-how-do-you-stop-the-thoughts/td-p/559130
Can’t remember a time I didn't want to die.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-remember-a-time-i-didn-t-want-to-die/td-p/559224
SH is the only way to feel anything ekse,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/sh-is-the-only-way-to-feel-anything-ekse/td-p/559039
I find it weird that not everyone thinks about killing themself,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-find-it-weird-that-not-everyone-thinks-about-killing-themself/td-p/558961
Recovery from suicide attempt - it can be done,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/recovery-from-suicide-attempt-it-can-be-done/td-p/548174
Not feeling ok at the moment,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-feeling-ok-at-the-moment/td-p/557247
Worried about my husband,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/worried-about-my-husband/td-p/558835
Housemate from hell experience,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/housemate-from-hell-experience/td-p/558637
No ideas left what to do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/no-ideas-left-what-to-do/td-p/558268
Want a relationship but struggle to cope,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/want-a-relationship-but-struggle-to-cope/td-p/558582
"Talk to us, please",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/talk-to-us-please/td-p/558201
Exhausted and scared,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/exhausted-and-scared/td-p/558255
Homaphobic Parents,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/homaphobic-parents/td-p/558211
Is there help?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/is-there-help/td-p/558098
Job search troubles,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/job-search-troubles/td-p/558043
Moving forward,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/moving-forward/td-p/557797
Feeling lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-lost/td-p/557392
i cant stop thinking about ending my life on this earth,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-cant-stop-thinking-about-ending-my-life-on-this-earth/td-p/557613
Anger,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/anger/td-p/557018
Suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts/td-p/557028
Lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost/td-p/556467
Ending my life but not suicide,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/ending-my-life-but-not-suicide/td-p/557118
Scared of my thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/scared-of-my-thoughts/td-p/555845
I feel like I'm officially losing all control of myself.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-like-i-m-officially-losing-all-control-of-myself/td-p/556988
TW: The taste of food,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tw-the-taste-of-food/td-p/556979
All I can feel is bitterness and hate.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/all-i-can-feel-is-bitterness-and-hate/td-p/15127
hopeless and very confused,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hopeless-and-very-confused/td-p/556747
Can't breathe,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-breathe/td-p/556535
Please help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/please-help/td-p/556635
I'm struggling with a breakup,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-struggling-with-a-breakup/td-p/556484
I need help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-need-help/td-p/556394
Struggling with suicidal ideation,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-with-suicidal-ideation/td-p/555917
Depression kicking my butt... can't get joy from anything,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depression-kicking-my-butt-can-t-get-joy-from-anything/td-p/553976
Feel that things are getting worse,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feel-that-things-are-getting-worse/td-p/555880
Finding a purpose,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/finding-a-purpose/td-p/555781
Just give me a break!,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-give-me-a-break/td-p/18545
"I just want an ""End!"" I cant continue this game of ""LIFE!""",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-just-want-an-quot-end-quot-i-cant-continue-this-game-of-quot/td-p/555319
It’s like I don’t deserve anything,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/it-s-like-i-don-t-deserve-anything/td-p/555403
Is it ok to pull the pin when there's no dependants?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/is-it-ok-to-pull-the-pin-when-there-s-no-dependants/td-p/554616
I have a problem with CBT,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-have-a-problem-with-cbt/td-p/553783
Fighting for my dear life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/fighting-for-my-dear-life/td-p/547256
Worthless,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/worthless/td-p/554549
Have tried to help family and done wrong by them and alone now,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/have-tried-to-help-family-and-done-wrong-by-them-and-alone-now/td-p/554648
Sad,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/sad/td-p/553801
The ball is now in their court,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-ball-is-now-in-their-court/td-p/553886
how do i stop this feeling,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-stop-this-feeling/td-p/554314
All alone getting crazy thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/all-alone-getting-crazy-thoughts/td-p/554362
Mental health in the workplace,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/mental-health-in-the-workplace/td-p/554302
Ways to stop suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/ways-to-stop-suicidal-thoughts/td-p/554293
Partner with bad mental health issues causing suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/partner-with-bad-mental-health-issues-causing-suicidal-thoughts/td-p/554257
Apology not required,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/apology-not-required/td-p/554224
365 days.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/365-days/td-p/554149
I'm New Here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-new-here/td-p/553655
Me,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/me/td-p/554092
Overseas soon and I need help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/overseas-soon-and-i-need-help/td-p/553308
Christmas Drinking and Work,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/christmas-drinking-and-work/td-p/553911
Living in car,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/living-in-car/td-p/550019
Trigger Warning: I would like to end my own life now.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-warning-i-would-like-to-end-my-own-life-now/td-p/553894
"Pain , suffering and all things insane",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/pain-suffering-and-all-things-insane/td-p/552986
The beginning of the End,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-beginning-of-the-end/td-p/550975
Tips to survive when feeling suicidal - please share,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tips-to-survive-when-feeling-suicidal-please-share/td-p/5078
Miss,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/miss/td-p/553678
Idle ponderings - no suicide attempts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/idle-ponderings-no-suicide-attempts/td-p/553508
will it ever get better,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/will-it-ever-get-better/td-p/553603
NOT important just looking for advice,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-important-just-looking-for-advice/td-p/552833
Anxiety around phobia of vomiting = self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/anxiety-around-phobia-of-vomiting-self-harm/td-p/553238
No idea on new site,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/no-idea-on-new-site/td-p/549582
I hate this life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-hate-this-life/td-p/553005
"Too gutless to kill myself, Too terrified to live.",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/too-gutless-to-kill-myself-too-terrified-to-live/td-p/550016
Feeling like I'm stuck,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-like-i-m-stuck/td-p/552872
Suicide rates bipolar,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicide-rates-bipolar/td-p/552736
Perimenopausal depression and suicidality,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/perimenopausal-depression-and-suicidality/td-p/552824
Suicidal thoughts and depression,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts-and-depression/td-p/552514
Overcoming the need for self harm / punishment,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/overcoming-the-need-for-self-harm-punishment/td-p/550910
Botched Surgery,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/botched-surgery/td-p/552281
Would anyone care?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/would-anyone-care/td-p/551625
Suspected sleep apnea is making me consider suicide,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suspected-sleep-apnea-is-making-me-consider-suicide/td-p/552241
Approach I’ve found helpful for thoughts of suicide and self-harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/approach-i-ve-found-helpful-for-thoughts-of-suicide-and-self/td-p/552087
How are you supposed to deal with the now to get to the future when the now sucks,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-are-you-supposed-to-deal-with-the-now-to-get-to-the-future/td-p/550751
How to support my daughter?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-support-my-daughter/td-p/551983
Why does the statement I don’t want to be here anymore cause everyone to panic,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-does-the-statement-i-don-t-want-to-be-here-anymore-cause/td-p/551092
Constantly in this negative train,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/constantly-in-this-negative-train/td-p/7652
Tonight I realised how self-harm had snuck into my thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tonight-i-realised-how-self-harm-had-snuck-into-my-thoughts/td-p/551226
Someone to talk to.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/someone-to-talk-to/td-p/548350
Self HaRM and the instability running in my head,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm-and-the-instability-running-in-my-head/td-p/551282
What do you call this?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-do-you-call-this/td-p/550854
My inner demons are winning,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-inner-demons-are-winning/td-p/546587
Exhausted,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/exhausted/td-p/550517
I’m Tired,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-tired/td-p/550714
The constant struggle.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-constant-struggle/td-p/6106
I’m lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-lost/td-p/550445
Conflicting thoughts: wanting to kms but also trying not to,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/conflicting-thoughts-wanting-to-kms-but-also-trying-not-to/td-p/548791
I don’t know how much longer i can do this,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-how-much-longer-i-can-do-this/td-p/549712
When Life Seems Too Hard,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/when-life-seems-too-hard/td-p/549702
I am Major Depressive Disorder with Psychosis features mixed with Borderline Personality Disorder,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-am-major-depressive-disorder-with-psychosis-features-mixed/td-p/549418
Failed by the system,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/failed-by-the-system/td-p/549572
I have posted and just an update,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-have-posted-and-just-an-update/td-p/549484
What to do?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-to-do/td-p/549422
Fighting for me v. so very tired of everything,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/fighting-for-me-v-so-very-tired-of-everything/td-p/532536
I don’t know what to do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-what-to-do/td-p/549286
Mood switching up,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/mood-switching-up/td-p/548929
How to address self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-address-self-harm/td-p/548788
Recurrent thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/recurrent-thoughts/td-p/545285
Pointless,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/pointless/td-p/548768
I hope that I don’t wake up.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-hope-that-i-don-t-wake-up/td-p/548726
Not sure what to do.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-sure-what-to-do/td-p/548683
What Happens When You Go To Hospital,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-happens-when-you-go-to-hospital/td-p/548252
Suicidal,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal/td-p/548509
Help needed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help-needed/td-p/529471
I want to kill myself,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-want-to-kill-myself/td-p/548485
Depression at 26 weeks pregnant,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depression-at-26-weeks-pregnant/td-p/548446
Online issues,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/online-issues/td-p/548321
"I'm lost in this life, it's beyond understanding.",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-lost-in-this-life-it-s-beyond-understanding/td-p/548041
I'm scared I'm going to kill myself,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-scared-i-m-going-to-kill-myself/td-p/548016
i’m not okay,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-not-okay/td-p/548297
Scared to tell my GP about self-harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/scared-to-tell-my-gp-about-self-harm/td-p/548058
Struggling to understand.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-to-understand/td-p/548161
New school and mental health 😫,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-school-and-mental-health/td-p/547933
Lifeless,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lifeless/td-p/547729
"I can't do it, I give up!",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-can-t-do-it-i-give-up/td-p/547821
